customer_message,brand_response,human_intent,human_decision,human_reason,simple_reply_pred,trivial_intent,trivial_decision,trivial_reply,simple_intent,simple_decision
. @115851 why are all my amazon prime packages arriving extremely late the past couple months?? I’m not paying $100/yr to have to chat with support every few days...,@189284 Thanks for reaching out today! I'm terribly sorry to hear about the recent delivery issues. Do you currently have an order that hasn't been delivered? ^LL,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@189284 Thanks for reaching out today! I'm terribly sorry to hear about the recent delivery issues. Do you currently have an order that hasn't been delivered? ^LL,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp when you guys think you’re gonna ship my nintendo switch? 😫,"@133011 Thanks for reaching out to us today! Has your item missed the delivery date provided in the order confirmation e-mail?  Please let us know, we're here to help in any way we can! ^AZ",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@133011 Thanks for reaching out to us today! Has your item missed the delivery date provided in the order confirmation e-mail?  Please let us know, we're here to help in any way we can! ^AZ",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp Thank u very much big lier asking me cancel order because it's not working out. What an service sir ji,@182213 We're sorry for the inconvenience. Please share your details with us here: https://t.co/GIJyeYqKE0 and we'll check this. ^ZH,NON_ENGLISH,ESCALATE,Rule-based Proxy,@182213 We're sorry for the inconvenience. Please share your details with us here: https://t.co/GIJyeYqKE0 and we'll check this. ^ZH,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,ESCALATE
"@AmazonHelp お忙しい中返信をくださりありがとうございます😳
そうですね、アジカンのDVDを注文したのですが発売日になっても届かないもので…
DVDなどはやはり店舗予約なとが最適ですよね
Amazonいつも使ってます返信ありがとうございました","@229182 失礼いたしました、いつもご利用いただきありがとうございます。
ご希望にそえず恐縮ですが、発売日お届け対象商品をお急ぎ便で注文された場合を除き、発売日のお届けをお約束しておりません。https://t.co/ErCBAWBJQB お客様にとって便利なサービスを提供できるよう今後も努めます。RI",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@229182 失礼いたしました、いつもご利用いただきありがとうございます。
ご希望にそえず恐縮ですが、発売日お届け対象商品をお急ぎ便で注文された場合を除き、発売日のお届けをお約束しておりません。https://t.co/ErCBAWBJQB お客様にとって便利なサービスを提供できるよう今後も努めます。RI",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"Really @115850 ?? A 100% off?? 

#shamsale https://t.co/AZrIa2VAgy",@440907 Thanks for bringing this to our notice. I'll surely forward this to our concerned team internally. ^SH,DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,@440907 Thanks for bringing this to our notice. I'll surely forward this to our concerned team internally. ^SH,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
"hey @115821 my prime package still isn't here!! it said it was ""delivered"" friday. quit hiring sketchy drivers!!",@186595 I'm sorry you haven't received your package yet. Have you contacted us directly to check available options for you? ^CE,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@186595 I'm sorry you haven't received your package yet. Have you contacted us directly to check available options for you? ^CE,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
Hey @122924 habt ihr die Locken noch alle am Frosch? Lieferung einfach ins Treppenhaus eines Mehrfamilienhauses mit 16 Mietparteien? Hier stehen knapp 400€ einfach nur so rum. Ich habe leichte Hassgefühle gegen euch? @93605 @116316 @12686 🤮🤮🤮 https://t.co/0kzoQkicbQ,@133888 Tut mir leid zu sehen :( Ist denn zumindest alles vollständig und unversehrt? Melde dies bitte auch noch im Kundenservice: https://t.co/cDHy5WiCek Liebe Grüße ^MF,TECH_SUPPORT,AUTO_HANDLE,Rule-based Proxy,@133888 Tut mir leid zu sehen :( Ist denn zumindest alles vollständig und unversehrt? Melde dies bitte auch noch im Kundenservice: https://t.co/cDHy5WiCek Liebe Grüße ^MF,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",TECH_SUPPORT,AUTO_HANDLE
"@AmazonHelp O site não deu estimativa, mas fiz a compra na pré-venda em julho.","@428803 Ao verificiar o pedido em ""Seus Pedidos"", clicando em ""Rastrear pacote"" que status te apresenta? ^DA",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@428803 Ao verificiar o pedido em ""Seus Pedidos"", clicando em ""Rastrear pacote"" que status te apresenta? ^DA",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp 質問なんですが今回登録させていただいたのが学生用のプライム会員(？)だったんですが6ヶ月無料との事ですが既に1900円の会員費の請求が来たのですがこれは6ヶ月後に請求されるということでよろしかったですか？,@224918 Twitter上ではアカウント情報を確認できないのですが、プライム・ビデオの視聴ができていることと、請求がされていることから現在有料会員かと存じます。過去にPrime Studentの無料体験をご利用されたことがある場合は、再度登録した際には同時に年会費をご請求しております。SK,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@224918 Twitter上ではアカウント情報を確認できないのですが、プライム・ビデオの視聴ができていることと、請求がされていることから現在有料会員かと存じます。過去にPrime Studentの無料体験をご利用されたことがある場合は、再度登録した際には同時に年会費をご請求しております。SK,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp @AmazonHelp this is dreadful customer service. absolutely appalling,@381484 Hi Brant. You can change the auto renew feature and also cancel your Prime membership here - https://t.co/TmgSU8QUFN ^TP,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@381484 Hi Brant. You can change the auto renew feature and also cancel your Prime membership here - https://t.co/TmgSU8QUFN ^TP,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@120533 vu le prix de l'emballage j'aurai espérer qqch de mieux... https://t.co/rCxK3Y9BQj,"@814204 Bonjour, je suis vraiment désolée que le colis soit arrivé dans cet état, j'espère que l'article est intact. Vous pouvez soumettre une évaluation sur l'emballage reçu via le lien suivant : https://t.co/lk935G8fa9 ^ASZ",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@814204 Bonjour, je suis vraiment désolée que le colis soit arrivé dans cet état, j'espère que l'article est intact. Vous pouvez soumettre une évaluation sur l'emballage reçu via le lien suivant : https://t.co/lk935G8fa9 ^ASZ",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@115821 Something that was “2 day prime shipping” said delivered after 2 days but didn’t arrive until 10 days. Other friends have the same issue.,@387672 (1/2)Two-Day Shipping refers to the time it takes once the order ships. Some items aren't able to ship immediately.,NON_ENGLISH,ESCALATE,Rule-based Proxy,@387672 (1/2)Two-Day Shipping refers to the time it takes once the order ships. Some items aren't able to ship immediately.,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,ESCALATE
@AmazonHelp au walletでAmazonプライムに登録しようとしてこのようになりました、原因と解決策はなんでしょうか https://t.co/4ahbYtdKzw,"@463272 (1/2)ご不便をおかけしております。
ご登録のカード情報に誤りはございませんでしょうか。また、残高不足が発生していないか併せてご確認ください。 YM",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@463272 (1/2)ご不便をおかけしております。
ご登録のカード情報に誤りはございませんでしょうか。また、残高不足が発生していないか併せてご確認ください。 YM",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
なんだよこれ @116313 のマケプレさっきからエラーばっかり出て商品出品できない。俺だけ？？　使えない。。。,@622553 ご不便をおかけしております。出品システムに不具合が生じている場合には、セラーセントラルよりセラーサポート窓口までお問い合わせ下さいますようお願いいたします。 EK,DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,@622553 ご不便をおかけしております。出品システムに不具合が生じている場合には、セラーセントラルよりセラーサポート窓口までお問い合わせ下さいますようお願いいたします。 EK,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
@AmazonHelp I contact with them many time but no benefit answer :(,"@662387 We don't have access to account information via Twitter. Just to clarify, you said that you have received a refund for the items that you didn't receive? ^VS",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@662387 We don't have access to account information via Twitter. Just to clarify, you said that you have received a refund for the items that you didn't receive? ^VS",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp Not problem Right know everyone your service system .,"@319560 If you’d like, please feel free to repost without your order number/phone number/email address/tracking number.^SU(1/2)",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@319560 If you’d like, please feel free to repost without your order number/phone number/email address/tracking number.^SU(1/2)",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp been told it's been damaged/lost and they'll send it again. Don't care what the reason is, just wonderin what's the benefit of #prime then?!",@455625 Sorry to hear of the damage - pls let us know if you have issues with the replacement ^TD,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@455625 Sorry to hear of the damage - pls let us know if you have issues with the replacement ^TD,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
Amazon注文して1ヵ月来ないけど,"@429598 (2/2)予定日内を過ぎている場合は、発送元をご確認いただき、お手数ですがそれぞれの方法でお問い合わせください。
アマゾン発送→https://t.co/NtNAX37Sr4
出品者発送→https://t.co/qAIFOnecE9 ET",DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,"@429598 (2/2)予定日内を過ぎている場合は、発送元をご確認いただき、お手数ですがそれぞれの方法でお問い合わせください。
アマゾン発送→https://t.co/NtNAX37Sr4
出品者発送→https://t.co/qAIFOnecE9 ET",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
@115821 I recently ordered the Interstellar on Blu ray 4k that you advertised on special offer. And you have changed the order to just the normal blur-ray?,"@495662 Hm.. That's strange! Could you send us a link to the item that you had ordered, so we can look into this for you? We'd like to help! ^ZW",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@495662 Hm.. That's strange! Could you send us a link to the item that you had ordered, so we can look into this for you? We'd like to help! ^ZW",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp @188013 Vous êtes sérieux à poser innocemment la question ??? Amazon Logicstics réuni toutes les pires tares de tous les autres transporteurs 🙄🙄🙄🙄🙄🙄,"@147600 Je suis sincèrement désolé pour cette situation, Avez-vous remonté ce genre de problème à notre SAV?
^YL",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@147600 Je suis sincèrement désolé pour cette situation, Avez-vous remonté ce genre de problème à notre SAV?
^YL",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp Will do! Now, could I get an Amazon Gift Card in USD to be used in the UK (via exchange rates)?",@144456 We have a currency converter available during checkout. More information is available here: https://t.co/sX3WY1vWOW ^EP,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@144456 We have a currency converter available during checkout. More information is available here: https://t.co/sX3WY1vWOW ^EP,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp No me han llamado para la entrega, van a la peor hora, pero tenía alguien esperando para recogerlo.",@325561 ¿Has contactado al transportista directamente? ^MB,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@325561 ¿Has contactado al transportista directamente? ^MB,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@137341 Hi looking for support to upload a book. Is there any way to connect directly.,@145370 You may connect with the support team here: https://t.co/TxK11znixD and the team would help you. ^KK,DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,@145370 You may connect with the support team here: https://t.co/TxK11znixD and the team would help you. ^KK,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
ええええAmazonさんからなんも頼んでないのに宅急便来るの怖すぎ,@453733 ご心配をおかけしております。ご家族のご注文や、お知り合いからの贈り物である可能性はございませんでしょうか。　お心当たりがない場合は文末のリンクよりカスタマーサービスまでお問い合わせください。https://t.co/J6YEizo6qC  　SM,DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,@453733 ご心配をおかけしております。ご家族のご注文や、お知り合いからの贈り物である可能性はございませんでしょうか。　お心当たりがない場合は文末のリンクよりカスタマーサービスまでお問い合わせください。https://t.co/J6YEizo6qC  　SM,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
Für was zahl ich #AmazonPrime wenn Pakete nicht am genannten Lieferdatum ausgeliefert werden? Danke für nichts @116316 @1713,@743834 Das ist wirklich ärgerlich. Wurde dir hier ein neuer Liefertermin genannt? Gruß ^MI,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@743834 Das ist wirklich ärgerlich. Wurde dir hier ein neuer Liefertermin genannt? Gruß ^MI,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
アマゾン、年4000円の写真無限保存ドライブサービスにお急ぎ便無料とか数万タイトルのビデオ無料とか音楽無料とか会員限定セールとか電子書籍無料とかどんどんつけてくれるから好き(╹◡╹)←考え方,"@170155 プライム特典をご活用いただいている様子、嬉しいかぎりでございます！
これからもお客様にお喜びいただけるサービスを提供できるよう、がんばります(๑•̀ㅂ•́)b RI",DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,"@170155 プライム特典をご活用いただいている様子、嬉しいかぎりでございます！
これからもお客様にお喜びいただけるサービスを提供できるよう、がんばります(๑•̀ㅂ•́)b RI",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
"@AmazonHelp On the buying page no where this was mentioned, this policy can't be hidden, show me a screenshot where you have mentioned in product description","@294519 Apologies for the inconvenience, however our returns policy is available on our website. You can check out here for our returns policy: https://t.co/gYYDFKUNPY. ^SU",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@294519 Apologies for the inconvenience, however our returns policy is available on our website. You can check out here for our returns policy: https://t.co/gYYDFKUNPY. ^SU",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@115850 my order #
406-3020200-7198716 for delivery on 18th Oct is pending. Cust support everyday commits EOD delivery. Bhaiduj screwed.",@337254 Sorry for the trouble. Please provide your details here: https://t.co/beaaDm0muc we will get it resolved. (1/2)^GU,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@337254 Sorry for the trouble. Please provide your details here: https://t.co/beaaDm0muc we will get it resolved. (1/2)^GU,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp @116928 @130709 @132703 la ""nueva fecha de entrega"" es hoy hasta las 20:00... https://t.co/VC98Tgmh4G","@309019 Entiendo linkrvon, en caso de que no recibas tu pedido hoy a las 20:00, por favor reportalo directamente a nuestro SAC. ^AZ",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@309019 Entiendo linkrvon, en caso de que no recibas tu pedido hoy a las 20:00, por favor reportalo directamente a nuestro SAC. ^AZ",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp ご親切にありがとうございます。,@630483 とんでもないことです。こちらこそ、いつもプライムをご利用いただき、ありがとうございます。これからもどうか末永くよろしくお願いいたしますm(*-ω-)m RI,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@630483 とんでもないことです。こちらこそ、いつもプライムをご利用いただき、ありがとうございます。これからもどうか末永くよろしくお願いいたしますm(*-ω-)m RI,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
Packaging a little excessive @AmazonHelp 😬 https://t.co/T50zCSd0Bz,@267760 We'd like to link this feedback to the order. Please leave packaging feedback here: https://t.co/ZC2XILKSfH ^AF ^AF,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@267760 We'd like to link this feedback to the order. Please leave packaging feedback here: https://t.co/ZC2XILKSfH ^AF ^AF,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp applied for return on 6th nov. pickup tracking Id 69725549666
Still not collected Also 
complaint to ur cust. care 4 times. But no response",@720095 Please don’t provide your order details as we consider them to be personal information. Our page is visible to public. 2/2 ^AH,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@720095 Please don’t provide your order details as we consider them to be personal information. Our page is visible to public. 2/2 ^AH,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp They said they turned it off all 3 other times I had to call,"@735315 Thank you for this information. When you spoke with us, were we able to provide a reason for the charge? For example: playing a Prime video, borrowing a book from Kindle Owners' Lending Library, or placing an order with Two-Day shipping. ^LR",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@735315 Thank you for this information. When you spoke with us, were we able to provide a reason for the charge? For example: playing a Prime video, borrowing a book from Kindle Owners' Lending Library, or placing an order with Two-Day shipping. ^LR",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp E llamado antes pero dicen que las oficines AHREN a las 15,"@158359 En ese caso, te recomiendo aguardar y entrar en contacto con el transportista a la hora informada. ^AZ",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@158359 En ese caso, te recomiendo aguardar y entrar en contacto con el transportista a la hora informada. ^AZ",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp Oneplus 5T 
Not good Mobile phone
Nahi Lena mobile phone oneplus 5T
Call me 9723269852","@190745 I understand your concern, please contact us here: https://t.co/rS49hgaADF and I'll be glad to help you. (1/2) ^SY",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@190745 I understand your concern, please contact us here: https://t.co/rS49hgaADF and I'll be glad to help you. (1/2) ^SY",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp Me comentó que era del 2 al 5 pero al necesitarlo antes, me dijo que llegaría como muy tarde hoy","@158361 Entiendo, ¿has conseguido hablar con la compañía de transporte para verificar lo que ocurrió con tu pedido?  ^DA",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@158361 Entiendo, ¿has conseguido hablar con la compañía de transporte para verificar lo que ocurrió con tu pedido?  ^DA",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp No se donde está,"@450796 Ramon, por este medio no contamos con acceso a tu cuenta. ¿Es gestionado por Amazon o por un vendedor externo? ^DA",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@450796 Ramon, por este medio no contamos con acceso a tu cuenta. ¿Es gestionado por Amazon o por un vendedor externo? ^DA",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
I received a delivered message but where is the package? I have not received it @115850 @11__credit_card__,@191325 That's strange! Kindly get in touch with us here: https://t.co/4lBU9LYvGD and we’ll be glad to help you. ^AG,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@191325 That's strange! Kindly get in touch with us here: https://t.co/4lBU9LYvGD and we’ll be glad to help you. ^AG,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"Congratulations @137341 for completing 10 successful years. Thanks for enabling us to read at anytime, anyplace. 🙂🙂🙂",@783529 Thank you so much! This could not be achieved without your support and contribution. We strive to keep delivering the best to you. Appreciate your business with us. ^KK,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@783529 Thank you so much! This could not be achieved without your support and contribution. We strive to keep delivering the best to you. Appreciate your business with us. ^KK,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"Still can't get my second novel on @117634... still no straight answer on why.

@AmazonHelp https://t.co/nAm6M6yHqH",@179713 I'm sorry for the trouble with your novel. Does this e-mail include a list of items that need editing? Have you resubmitted your novel since receiving this message? ^AP,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@179713 I'm sorry for the trouble with your novel. Does this e-mail include a list of items that need editing? Have you resubmitted your novel since receiving this message? ^AP,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp Hey Roger... no email. When I did not receive my items on the first. After being told they would arrive Nov 30. I went on my account and that is where I saw them new dates,"@244859 We strive to deliver our items on time, I'm sorry yours has been delayed. Please let us know if the item does not arrive by the newly scheduled date. Thank you. ^AP",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@244859 We strive to deliver our items on time, I'm sorry yours has been delayed. Please let us know if the item does not arrive by the newly scheduled date. Thank you. ^AP",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp I have called, had a few calls dropped.
Was told the package may be missing or gone.
This is not right...may I message you via messages here?","@701302 I'm so sorry for the dropped calls! We're unable to access your order or account info via Twitter. Who's the carrier on the order, shown here: https://t.co/q4LAMZ3tbE? ^JN",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@701302 I'm so sorry for the dropped calls! We're unable to access your order or account info via Twitter. Who's the carrier on the order, shown here: https://t.co/q4LAMZ3tbE? ^JN",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@115850 @115850  very disappointed with my recent purchase
damaged product
no resolution provided by global seller
wasted rs.1569
hate it
pls help
pls REFUND ASAP
A-Z GUARANTEE","@665348 Sorry to know you received damaged product, we certainly did not expect this to happen. Kindly report this to our support team here: https://t.co/TdDksLo6Mf. We'll definitely look into it. ^PS",NON_ENGLISH,ESCALATE,Rule-based Proxy,"@665348 Sorry to know you received damaged product, we certainly did not expect this to happen. Kindly report this to our support team here: https://t.co/TdDksLo6Mf. We'll definitely look into it. ^PS",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,ESCALATE
@AmazonHelp I know. That’s y I am uninstalling Amazon app. You fooled me twice. I won’t forget that.,@191059 This wasn't intended. I'll make sure that your comments are reviewed and worked on. ^CB,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@191059 This wasn't intended. I'll make sure that your comments are reviewed and worked on. ^CB,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp No.,"@391459 Javi, te sugerimos contactar al transportista. Puedes encontrar la información de contacto aquí: https://t.co/meqnr4QIaC ^HC",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@391459 Javi, te sugerimos contactar al transportista. Puedes encontrar la información de contacto aquí: https://t.co/meqnr4QIaC ^HC",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
Oye @116875 ¿Es normal que los  cómics lleguen así de maltratados? https://t.co/XVJQBTf15N,"@347620 Hola, lamentamos el inconveniente. Puedes ver como realizar una devolución, aquí: https://t.co/WZfcJljHfD ^AV",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@347620 Hola, lamentamos el inconveniente. Puedes ver como realizar una devolución, aquí: https://t.co/WZfcJljHfD ^AV",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"@AmazonHelp one day delivery should mean one day delivery not order on Friday and get it on Monday, if that’s what it is it should be worded as one working day delivery.","@146928 Hi Stuart, have you checked if you have selected ""I am able to accept packages on Saturdays and Sundays"" If this is not selected, this is the reason why your order will be arriving Monday. Please check here via this link: https://t.co/6rQwDaxP8Y. ^JC",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@146928 Hi Stuart, have you checked if you have selected ""I am able to accept packages on Saturdays and Sundays"" If this is not selected, this is the reason why your order will be arriving Monday. Please check here via this link: https://t.co/6rQwDaxP8Y. ^JC",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@115850 what do you think about us? delivering it by 10 PM 😡😡😡. I asked to redeliver it next day but the item has been sent back.,@335365 Sorry to know about the issue with the delivery.  Kindly fill your details here: https://t.co/GIJyeYqKE0 I'll look into it. ^NR,NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,@335365 Sorry to know about the issue with the delivery.  Kindly fill your details here: https://t.co/GIJyeYqKE0 I'll look into it. ^NR,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@AmazonHelp It's an amazon.es account. The link you provided shows no orders 😖,"@211367 In that case, please contact us here: https://t.co/MkpdPM4oxg. ^JQ",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@211367 In that case, please contact us here: https://t.co/MkpdPM4oxg. ^JQ",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
@115830 has been “dealing” with my issue with my Fire TV Stick Since 22/9 and hasn’t sorted it or had the decency to contact me.,"@192003 Apologizes for the delay- W/o providing personal info, can you explain further? Have you gotten in touch to request an update? ^NV",TECH_SUPPORT,ESCALATE,Rule-based Proxy,"@192003 Apologizes for the delay- W/o providing personal info, can you explain further? Have you gotten in touch to request an update? ^NV",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",TECH_SUPPORT,ESCALATE
@AmazonHelp order 171-9236540-8965915 not received in time for prime customer. Disappointing service. Pls ensure delivery before noon tom,"@433652 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^HD",NON_ENGLISH,AUTO_HANDLE,Rule-based Proxy,"@433652 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^HD",DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",NON_ENGLISH,AUTO_HANDLE
"アマゾン使いづらすぎる💦
なんでコンビニ支払い選択できないの？カード入れなきゃダメ？うーん…家帰らないとあれこれできないなぁ💦",@170984 アマゾンです。商品によってはお支払方法に制限がございます。クレジットカードのご利用をご希望でない場合は、よろしければ、チャージタイプのAmazonギフト券のご利用をご検討ください。https://t.co/72r6Rs2dh0 ET,DELIVERY_STATUS,AUTO_HANDLE,Rule-based Proxy,@170984 アマゾンです。商品によってはお支払方法に制限がございます。クレジットカードのご利用をご希望でない場合は、よろしければ、チャージタイプのAmazonギフト券のご利用をご検討ください。https://t.co/72r6Rs2dh0 ET,DELIVERY_STATUS,ESCALATE,"Thanks for reaching out, please DM your order number.",DELIVERY_STATUS,AUTO_HANDLE
